鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中正區,房地(土地+建物),臺北市中正區汀州路三段27巷1~50號,46.75,住,,,10107,土地2建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,113.2,3,2,2,有,無,19500000,172261,,0,0,303200,2768065
文山區,房地(土地+建物),臺北市文山區興隆路一段151~200號,14.36,住,,,10107,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960322,48.14,3,1,1,有,無,8200000,170337,,0,0,304765,2766079
文山區,房地(土地+建物),臺北市文山區恆光街14巷1~50號,32.5,住,,,10108,土地1建物1車位0,二層，露台,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,87.65,3,2,1,有,無,8350000,95265,,0,0,307190,2763979
大安區,房地(土地+建物),臺北市大安區復興南路二段171巷1~50號,25.33,住,,,10108,土地1建物2車位0,十六層,19,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,740522,128.87,3,2,2,有,有,20000000,155199,,0,0,305056,2768794
大安區,房地(土地+建物),臺北市大安區仁愛路四段408巷1~50號,14.02,商,,,10108,土地2建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970701,73.32,2,1,2,有,有,20500000,279612,,0,0,306234,2769993
大安區,房地(土地+建物),臺北市大安區師大路49巷1~50號,33.25,商,,,10108,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,82.4,3,1,1,有,無,15600000,189320,,0,0,303404,2768573
大安區,房地(土地+建物),臺北市大安區復興南路一段251~300號,26,商,,,10107,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,,119.09,4,2,2,有,無,35700000,299773,,0,0,304881,2769800
大安區,房地(土地+建物),臺北市大安區安居街8巷1~50號,21.9,住,,,10108,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711023,120.41,3,2,2,有,無,20500000,170249,,0,0,305997,2768282
大安區,房地(土地+建物),臺北市大安區臨江街151~200號,12.89,住,,,10108,土地2建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941201,50.98,2,1,1,有,有,13100000,256973,,0,0,305807,2769233
北投區,房地(土地+建物),臺北市北投區致遠一路一段1~50號,34.5,住,,,10107,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640829,89.58,3,2,2,有,無,11650000,130051,,0,0,302092,2777859
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~50號,34.13,住,,,10108,土地1建物2車位2,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,268.37,4,2,2,有,有,26500000,119143,坡道平面,65.84,2370000,299022,2781322
士林區,土地,新安段四小段201~250地號,30.94,農,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1620000,52359,,0,0,306621,2779885
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~50號,33.26,住,,,10108,土地1建物2車位2,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,263,4,2,2,有,有,29400000,137097,坡道平面,65.84,2370000,299031,2781312
北投區,房地(土地+建物)+車位,臺北市北投區中央南路一段25巷1~50號,10.07,商,,,10108,土地1建物2車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980722,103.57,2,1,1,有,有,19000000,183446,塔式車位,0,0,300596,2780563
士林區,土地,永新段三小段101~150地號,19.75,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,506516,25646,,0,0,301557,2775749
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,10.45,住,,,10108,土地1建物1車位0,十三層,19,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1010217,59.52,1,1,1,有,有,9000000,151200,,0,0,297130,2779702
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~50號,32.83,住,,,10108,土地1建物2車位2,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,262.2,4,2,2,有,有,25500000,118354,坡道平面,65.84,2260000,299033,2781310
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~50號,33.26,住,,,10108,土地1建物2車位2,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,263,4,2,2,有,有,25840000,117519,坡道平面,65.84,2670000,299030,2781313
松山區,房地(土地+建物),臺北市松山區南京東路五段250巷36弄51~100號,26.32,住,,,10108,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750306,127.31,2,1,1,有,無,20300000,159454,,0,0,307351,2771385
南港區,房地(土地+建物),臺北市南港區富康街1~50號,55,商,,,10107,土地1建物1車位0,三層，陽台,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,112.28,5,2,2,有,無,18000000,160314,,0,0,312261,2771830
松山區,房地(土地+建物)+車位,臺北市松山區復興北路313巷1~50號,42.58,住,,,10108,土地1建物1車位3,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,309.07,4,2,2,有,有,78000000,252372,坡道平面,88.39,0,305200,2772391
松山區,房地(土地+建物)+車位,臺北市松山區光復北路190巷1~50號,40.77,住,,,10108,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,860723,188.61,3,2,2,有,有,33500000,177612,坡道平面,0,0,305846,2771876
松山區,房地(土地+建物),臺北市松山區光復北路151~200號,42.68,住,,,10108,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,860805,127.79,3,2,2,有,有,23000000,179983,,0,0,306086,2771847
信義區,土地,福德段一小段1~50地號,7,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,621600,88800,,0,0,308725,2770779
信義區,房地(土地+建物),臺北市信義區光復南路417巷201~250號,33,住,,,10108,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.44,2,1,1,有,無,34800000,320915,,0,0,306522,2769974
信義區,土地,祥和段三小段501~550地號,5.46,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,140000,25662,,0,0,308221,2767671
南港區,房地(土地+建物),臺北市南港區經貿二路157巷36弄51~100號,21.47,住,,,10108,土地1建物1車位0,四層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940720,71.51,2,1,1,有,有,11100000,155225,,0,0,312076,2772761
南港區,房地(土地+建物)+車位,臺北市南港區三重路41巷1~50號,29.81,住,,,10108,土地1建物1車位2,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010119,292.22,3,2,2,有,無,42650000,176967,坡道平面,71.84,3650000,311847,2772591
南港區,房地(土地+建物)+車位,臺北市南港區松河街251~300號,25.81,商,,,10107,土地1建物1車位2,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970306,209.08,4,2,2,有,有,39800000,190353,坡道機械,0,0,308590,2771650
中山區,房地(土地+建物),臺北市中山區林森北路351~400號,7.6,商,,,10108,土地1建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,980916,80.92,2,2,1,有,無,20180000,249384,,0,0,303075,2772203
內湖區,房地(土地+建物),臺北市內湖區內湖路三段1~50號,4.99,住,,,10108,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840125,41.28,1,1,1,有,有,6680000,161818,,0,0,309804,2775224
內湖區,房地(土地+建物),臺北市內湖區星雲街21巷1~50號,20.6,住,,,10108,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730124,75.87,2,1,1,有,無,10800000,142350,,0,0,309585,2774601
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,3.14,商,,,10108,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,34.02,1,1,1,有,有,6680000,196362,,0,0,303090,2772138
中山區,房地(土地+建物),臺北市中山區安東街1~50號,5.84,住,,,10108,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700905,18.79,0,0,0,無,有,4040000,215047,,0,0,304741,2770877
內湖區,房地(土地+建物),臺北市內湖區麗山街348巷10弄1~50號,29.48,住,,,10108,土地3建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701219,118.67,6,0,6,有,無,16500000,139037,,0,0,307890,2775010
中山區,房地(土地+建物),臺北市中山區大直街57巷1~50號,31.18,住,,,10106,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720411,108.89,3,2,2,有,無,20800000,191018,,0,0,305288,2775154
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路251~300號,9.58,其他,,,10109,土地1建物1車位1,八層,11,辦公商業大樓,商業用,鋼筋混凝土造,970603,71.75,1,1,1,有,有,13000000,181197,坡道機械,18.98,0,306643,2774764
內湖區,房地(土地+建物),臺北市內湖區金湖路347巷51~100號,61.21,住,,,10109,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,960208,160.13,3,2,2,有,有,22000000,137387,,0,0,310504,2774104
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街151~200號,48.81,住,,,10108,土地1建物1車位2,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,337.22,3,2,4,有,有,69800000,260667,坡道平面,87.86,4800000,309095,2772638
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,70.2,工,,,10101,土地1建物1車位1,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,293.29,0,0,0,無,有,37100000,136855,坡道平面,33.16,1500000,308110,2772339
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,71.35,工,,,10101,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,330.63,0,0,0,無,有,41220000,141955,坡道平面,66.32,3700000,308097,2772352
中山區,房地(土地+建物),臺北市中山區新生北路三段51~100號,5.1,住,,,10108,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,711209,56.8,2,1,1,有,有,6200000,109156,,0,0,303180,2773165
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段401~450號,41.92,住,,,10108,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890915,223.13,4,2,2,有,有,37500000,168064,坡道平面,44.88,0,310911,2773750
中山區,房地(土地+建物),臺北市中山區中山北路一段53巷1~50號,5.44,商,,,10108,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970104,36.46,0,1,1,有,有,7100000,194720,,0,0,302695,2771277
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,76.96,工,,,10001,土地1建物1車位2,四層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,350.51,0,0,0,無,有,42000000,136528,坡道平面,66.32,3200000,308104,2772345
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,78.2,工,,,10001,土地1建物1車位1,一層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,321.73,0,0,0,無,有,68060000,229442,坡道平面,33.16,1850000,308108,2772341
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,149.14,工,,,10002,土地1建物1車位4,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,683.51,0,0,0,無,有,79180000,132118,坡道平面,132.64,6400000,308088,2772361
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,70.36,工,,,10002,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,326.19,0,0,0,無,有,37540000,132143,坡道平面,66.32,3200000,308098,2772351
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,76.96,工,,,10002,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,350.51,0,0,0,無,有,40750000,132130,坡道平面,66.32,3200000,308112,2772338
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,71.35,工,,,10002,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,329.8,0,0,0,無,有,38010000,132116,坡道平面,66.32,3200000,308108,2772341
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,79.35,工,,,10101,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,360.44,0,0,0,無,有,39630000,126581,坡道平面,66.32,2400000,308081,2772368
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路51~100號,149.14,工,,,10101,土地1建物1車位3,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,652.14,0,0,0,無,有,73570000,126606,坡道平面,99.48,3600000,308113,2772336
萬華區,房地(土地+建物)+車位,臺北市萬華區西園路二段101~150號,24.51,商,,,10108,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000826,160.39,3,2,2,有,無,25000000,169305,升降機械,19.52,1150000,300112,2769104
萬華區,房地(土地+建物),臺北市萬華區西藏路201~250號,26.08,住,,,10108,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760530,123.71,3,2,1,有,無,14400000,116404,,0,0,299965,2769011
萬華區,房地(土地+建物),臺北市萬華區漢口街二段51~100號,3.37,商,,,10108,土地1建物5車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,43.9,1,1,1,有,有,7300000,166283,,0,0,301110,2770952
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.2,商,,,10108,土地1建物2車位2,十三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,284.78,3,2,3,有,有,79160000,277975,升降機械,0,0,301217,2770059
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.15,商,,,10108,土地1建物2車位1,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,280.58,3,2,3,有,有,70000000,249481,升降機械,0,0,301226,2770050
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.38,商,,,10108,土地1建物2車位2,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,287.1,3,2,3,有,有,77500000,269947,升降機械,0,0,301214,2770062
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.38,商,,,10108,土地1建物2車位2,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,287.1,3,2,3,有,有,78500000,273430,升降機械,0,0,301214,2770062
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,19.93,商,,,10108,土地1建物2車位1,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,277.62,3,2,3,有,有,70000000,252138,升降機械,0,0,301217,2770059
文山區,房地(土地+建物),臺北市文山區木新路二段111巷12弄1~50號,20,住,,,10108,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751021,72.74,3,0,3,有,無,8000000,109975,,0,0,307561,2764091
文山區,房地(土地+建物)+車位,臺北市文山區萬寧街23巷1~50號,37,住,,,10108,土地1建物1車位1,二層，三層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,821221,155.59,3,2,2,有,有,19800000,127254,坡道平面,0,0,306967,2766291
中正區,土地,河堤段三小段401~450地號,4.62,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,129243,27944,,0,0,302818,2768358
中正區,土地,南海段二小段351~400地號,5,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,429805,85961,,0,0,302440,2768911
文山區,房地(土地+建物),臺北市文山區興隆路二段220巷1~50號,56.82,商,,,10108,土地2建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631212,178.17,8,0,8,有,無,25650000,143964,,0,0,305798,2765963
文山區,房地(土地+建物)+車位,臺北市文山區仙岩路16巷51~100號,51.62,住,,,10108,土地1建物1車位1,六層，電梯樓梯間,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870312,162.43,3,2,2,有,有,17850000,109896,坡道平面,36.79,0,305617,2765468
文山區,房地(土地+建物),臺北市文山區羅斯福路五段201~250號,7.77,其他,,,10108,土地3建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001117,49.29,0,2,1,有,無,8360000,169625,,0,0,304344,2766177
文山區,房地(土地+建物),臺北市文山區羅斯福路五段201~250號,9.27,其他,,,10108,土地3建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001117,59.2,1,2,1,有,無,9860000,166558,,0,0,304355,2766167
中正區,房地(土地+建物),臺北市中正區愛國東路74巷1~50號,9.63,住,,,10108,土地1建物1車位0,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,970701,42.57,1,1,1,有,有,13200000,310066,,0,0,302385,2769533
中正區,土地,永昌段五小段151~200地號,23.33,住,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,11280000,483429,,0,0,301341,2768872
文山區,房地(土地+建物),臺北市文山區興隆路三段207巷10弄1~50號,32.74,住,,,10109,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730830,141.54,3,2,2,有,無,12600000,89019,,0,0,306724,2765261
文山區,房地(土地+建物),臺北市文山區忠順街一段151~200號,19.27,住,,,10108,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710602,77.36,2,1,1,有,無,6800000,87896,,0,0,306646,2764188
文山區,房地(土地+建物)+車位,臺北市文山區汀洲路四段151~200號,19.19,住,,,10108,土地1建物1車位1,十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000113,158.12,3,2,2,有,有,21000000,132811,坡道平面,0.8,0,304078,2766307
文山區,房地(土地+建物),臺北市文山區木新路三段232巷1~50號,37.17,住,,,10109,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,97.18,3,2,1,有,無,11000000,113192,,0,0,306450,2763900
文山區,房地(土地+建物),臺北市文山區福興路1~50號,18.75,住,,,10108,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,56.23,2,1,1,有,無,6050000,107594,,0,0,305606,2766246
文山區,房地(土地+建物),臺北市文山區仙岩路22巷1~50號,25.75,住,,,10108,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840411,83.11,2,2,1,有,有,11800000,141984,,0,0,305495,2765744
文山區,房地(土地+建物),臺北市文山區政大一街1~50號,116.17,住,,,10107,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,900328,234.43,5,2,2,有,有,26550000,113253,,0,0,308647,2764266
文山區,房地(土地+建物),臺北市文山區興隆路一段70巷11弄1~50號,28,住,,,10109,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,91.93,5,3,2,有,無,13620000,148156,,0,0,304569,2766085
大同區,房地(土地+建物),臺北市大同區五原路1~50號,5.37,商,,,10108,土地1建物1車位0,十層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,981216,56.69,1,1,1,有,有,11000000,194034,,0,0,302189,2772178
大同區,房地(土地+建物),臺北市大同區哈密街59巷78弄1~50號,33.12,住,,,10108,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,880112,146.71,3,2,2,有,有,16500000,112464,,0,0,301990,2774276
大同區,車位,臺北市大同區承德路三段151~200號,0.12,商,,,10109,土地0建物0車位1,地下一層,13,其他,停車空間,鋼筋混凝土造,951016,41.18,0,0,0,有,有,2000000,,坡道平面,0,2000000,302280,2773407
萬華區,房地(土地+建物),臺北市萬華區民和街1~50號,30.92,住,,,10108,土地1建物1車位0,一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880409,122.25,3,2,2,有,有,16000000,130879,,0,0,300412,2768695
文山區,土地,政大段三小段251~300地號,421,住,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,143200000,340143,,0,0,308188,2764979
中山區,房地(土地+建物),臺北市中山區撫順街1~50號,4.42,商,,,10108,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,651208,35.45,1,1,1,有,有,5500000,155157,,0,0,302453,2772876
中山區,房地(土地+建物),臺北市中山區新生北路二段1~50號,4.63,住,,,10108,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650722,31.2,1,1,1,有,無,3500000,112191,,0,0,303260,2772028
中山區,房地(土地+建物),臺北市中山區建國北路一段1~50號,6.53,商,,,10108,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740702,49.86,1,1,1,有,有,8600000,172486,,0,0,304212,2771164
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段101~150號,14.26,商,,,10108,土地1建物2車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,199.66,3,2,2,有,有,26080000,130624,坡道平面,37.47,0,309577,2773479
內湖區,房地(土地+建物),臺北市內湖區康寧路三段54巷1~50號,10.8,住,,,10108,土地1建物1車位0,六層，電梯樓梯間,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850904,49.46,1,1,1,有,有,9120000,184388,,0,0,311472,2773806
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,3.24,商,,,10109,土地1建物1車位0,四層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,970813,35.02,1,1,1,有,無,5200000,148481,,0,0,303105,2772124
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段1~50號,7.54,商,,,10108,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840125,91.33,2,1,1,有,有,10400000,113869,其他,0,0,309804,2775223
內湖區,房地(土地+建物),臺北市內湖區內湖路三段51~100號,10.79,住,,,10109,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690602,103.36,3,2,1,有,無,8800000,85139,,0,0,309636,2775491
中山區,房地(土地+建物),臺北市中山區林森北路107巷1~50號,42.75,商,,,10108,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,,116.91,0,0,0,無,無,15000000,128304,,0,0,303070,2771403
中山區,房地(土地+建物),臺北市中山區錦州街30巷1~50號,2.58,商,,,10108,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680613,24.03,1,0,1,有,有,2450000,101944,,0,0,302978,2772464
內湖區,房地(土地+建物),臺北市內湖區新明路101~150號,191.78,工,,,10106,土地3建物2車位0,一層,7,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,770307,566.22,0,0,0,無,無,91800000,162127,,0,0,309508,2772455
中山區,房地(土地+建物),臺北市中山區遼寧街201巷1~50號,28,住,,,10108,土地3建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,41.11,2,1,1,有,無,6900000,167842,,0,0,304723,2771882
中山區,房地(土地+建物),臺北市中山區民生東路一段1~50號,5.33,商,,,10108,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,670616,69.69,0,0,1,有,有,9150000,131302,,0,0,302913,2772291
中山區,房地(土地+建物)+車位,臺北市中山區林森北路107巷51~100號,17.54,商,,,10108,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010210,93.58,2,2,1,有,無,15420000,164776,升降機械,0,0,303219,2771398
中山區,房地(土地+建物),臺北市中山區林森北路401~450號,8.57,商,,,10108,土地2建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730927,88.13,2,2,2,有,有,8160000,92595,,0,0,303122,2772528
中山區,房地(土地+建物),臺北市中山區吉林路199巷1~50號,37.75,住,,,10108,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620426,99.56,3,2,2,有,無,14900000,149658,,0,0,303559,2772522
中山區,房地(土地+建物),臺北市中山區建國北路三段113巷1~50號,24.14,住,,,10108,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690901,107.97,3,2,2,有,無,13600000,125961,,0,0,304077,2773338
松山區,車位,臺北市松山區南京東路五段201~250號,0.22,其他,,,10109,土地0建物0車位1,一層,18,其他,見其他登記事項,見其他登記事項,980331,12.46,0,0,0,有,有,1150000,,塔式車位,0,0,306984,2771631
南港區,房地(土地+建物)+車位,臺北市南港區重陽路199巷1~50號,44.98,住,,,10108,土地1建物1車位1,一層,9,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,930706,146.54,3,2,2,有,有,16900000,115327,坡道平面,0,0,310508,2772269
信義區,土地,福德段二小段551~600地號,8.25,其他,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,533280,64640,,0,0,308558,2770127
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段101~150號,4.53,商,,,10108,土地2建物1車位1,八層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,950802,45.17,1,1,1,有,有,11850000,262315,塔式車位,11.41,0,307212,2770751
中山區,房地(土地+建物),臺北市中山區林森北路101~150號,2.49,商,,,10109,土地1建物1車位0,十層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,971215,29.79,0,1,1,有,有,5020000,168499,,0,0,303024,2771486
信義區,房地(土地+建物)+車位,臺北市信義區松德路101~150號,16.94,住,,,9903,土地3建物1車位1,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,831021,215.67,3,2,2,有,有,32000000,148375,坡道平面,0,0,308115,2770063
信義區,房地(土地+建物),臺北市信義區祥雲街1~50號,41.55,住,,,10107,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690520,156.01,3,2,2,有,無,18400000,117943,,0,0,308004,2767953
松山區,土地,西松段一小段451~500地號,7.33,其他,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,283540,38665,,0,0,306533,2771715
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路157巷1~50號,54.96,住,,,10108,土地1建物1車位2,十五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010716,349.68,4,2,3,有,有,75300000,230840,坡道平面,45.14,5000000,312278,2772623
南港區,房地(土地+建物)+車位,臺北市南港區福德街373巷1~50號,25.37,住,,,10107,土地1建物1車位1,十層,18,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,870521,151.86,3,2,2,有,有,17600000,115899,坡道平面,0,0,309752,2770272
